
['EP3301678A1 (B1) ¡E 2018-04-04 ¡E QUANTA COMP INC\n', ' AT Lapse: 30.10.2019\n', ' BE Lapse: 31.05.2020\n', ' BG Lapse: 30.01.2020\n', ' CH Lapse: 31.05.2020\n', 'CY Lapse: 30.10.2019\n', ' CZ Lapse: 30.10.2019\n', ' DE  \n', ' DK Lapse: 30.10.2019\n', ' EE Lapse: 30.10.2019\n', ' ES Lapse: 30.10.2019\n', ' FI Lapse: 30.10.2019\n', ' FR  \n', ' GB  \n', ' GR Lapse: 31.01.2020\n', ' HR Lapse: 30.10.2019\n', ' HU Lapse: 19.05.2017\n', ' IE Lapse: 19.05.2020\n', ' IS Lapse: 29.02.2020\n', ' IT Lapse: 30.10.2019\n', ' LI Lapse: 31.05.2020\n', ' LT Lapse: 30.10.2019\n', ' LU Lapse: 19.05.2020\n', 'LV Lapse: 30.10.2019\n', ' MC Lapse: 30.10.2019\n', ' MK Lapse: 30.10.2019\n', ' MT Lapse: 30.10.2019\n', ' NL Lapse: 30.10.2019\n', ' NO Lapse: 30.01.2020\n', ' PL Lapse: 30.10.2019\n', ' PT Lapse: 02.03.2020\n', ' RO Lapse: 30.10.2019\n', ' RS Lapse: 30.10.2019\n', ' SE Lapse: 30.10.2019\n', ' SI Lapse: 30.10.2019\n', ' SK Lapse: 30.10.2019\n', ' SM Lapse: 30.10.2019\n', ' TR Lapse: 30.10.2019\n', 'x', 'x']

['EP3229102A1 (B1) ¡E 2017-10-11 ¡E QUANTA COMP INC\n', ' AT Lapse: 03.10.2018\n', ' BE Lapse: 30.04.2019\n', ' BG Lapse: 03.01.2019\n', ' CH  \n', 'CY Lapse: 03.10.2018\n', ' CZ Lapse: 03.10.2018\n', ' DE  \n', ' DK Lapse: 03.10.2018\n', ' EE Lapse: 03.10.2018\n', ' ES Lapse: 03.10.2018\n', ' FI Lapse: 03.10.2018\n', ' FR  \n', ' GB  \n', ' GR Lapse: 04.01.2019\n', ' HR Lapse: 03.10.2018\n', ' HU Lapse: 06.04.2017\n', ' IE Lapse: 06.04.2019\n', ' IS Lapse: 03.02.2019\n', ' IT Lapse: 03.10.2018\n', ' LI  \n', ' LT Lapse: 03.10.2018\n', ' LU Lapse: 06.04.2019\n', 'LV Lapse: 03.10.2018\n', ' MC Lapse: 03.10.2018\n', ' MK Lapse: 03.10.2018\n', ' MT Lapse: 03.10.2018\n', ' NL Lapse: 03.10.2018\n', ' NO Lapse: 03.01.2019\n', ' PL Lapse: 03.10.2018\n', ' PT Lapse: 03.02.2019\n', ' RO Lapse: 03.10.2018\n', ' RS Lapse: 03.10.2018\n', ' SE Lapse: 03.10.2018\n', ' SI Lapse: 03.10.2018\n', ' SK Lapse: 03.10.2018\n', ' SM Lapse: 03.10.2018\n', ' TR Lapse: 03.10.2018\n', 'x', 'x']

['EP3319283A1 (B1) ¡E 2018-05-09 ¡E QUANTA COMP INC\n', ' AT Lapse: 28.04.2021\n', ' BE Lapse: 30.06.2021\n', ' BG Lapse: 28.07.2021\n', ' CH Lapse: 30.06.2021\n', 'CY  \n', ' CZ Lapse: 28.04.2021\n', ' DE  \n', ' DK Lapse: 28.04.2021\n', ' EE Lapse: 28.04.2021\n', ' ES Lapse: 28.04.2021\n', ' FI Lapse: 28.04.2021\n', ' FR  \n', ' GB  \n', ' GR Lapse: 29.07.2021\n', ' HR Lapse: 28.04.2021\n', ' HU  \n', ' IE Lapse: 08.06.2021\n', ' IS Lapse: 28.08.2021\n', ' IT Lapse: 28.04.2021\n', ' LI Lapse: 30.06.2021\n', ' LT Lapse: 28.04.2021\n', ' LU Lapse: 08.06.2021\n', 'LV Lapse: 28.04.2021\n', ' MC Lapse: 28.04.2021\n', ' MK  \n', ' MT  \n', ' NL Lapse: 28.04.2021\n', ' NO Lapse: 28.07.2021\n', ' PL Lapse: 28.04.2021\n', ' PT Lapse: 30.08.2021\n', ' RO Lapse: 28.04.2021\n', ' RS Lapse: 28.04.2021\n', ' SE Lapse: 28.04.2021\n', ' SI Lapse: 28.04.2021\n', ' SK Lapse: 28.04.2021\n', ' SM Lapse: 28.04.2021\n', ' TR  \n', 'x', 'x']

['EP3739446A1 (B1) ¡E 2020-11-18 ¡E QUANTA COMP INC\n', ' AT Lapse: 11.08.2021\n', ' BE  \n', ' BG Lapse: 11.11.2021\n', ' CH  \n', 'CY  \n', ' CZ Lapse: 11.08.2021\n', ' DE  \n', ' DK Lapse: 11.08.2021\n', ' EE Lapse: 11.08.2021\n', ' ES Lapse: 11.08.2021\n', ' FI Lapse: 11.08.2021\n', ' FR  \n', ' GB  \n', ' GR Lapse: 12.11.2021\n', ' HR Lapse: 11.08.2021\n', ' HU  \n', ' IE  \n', ' IS Lapse: 11.12.2021\n', ' IT Lapse: 11.08.2021\n', ' LI  \n', ' LT Lapse: 11.08.2021\n', ' LU  \n', 'LV Lapse: 11.08.2021\n', ' MC Lapse: 11.08.2021\n', ' MK  \n', ' MT  \n', ' NL Lapse: 11.08.2021\n', ' NO Lapse: 11.11.2021\n', ' PL Lapse: 11.08.2021\n', ' PT Lapse: 13.12.2021\n', ' RO Lapse: 11.08.2021\n', ' RS Lapse: 11.08.2021\n', ' SE Lapse: 11.08.2021\n', ' SI  \n', ' SK Lapse: 11.08.2021\n', ' SM Lapse: 11.08.2021\n', ' TR  \n', 'x', 'x']

['EP3419400A1 (B1) ¡E 2018-12-26 ¡E QUANTA COMP INC\n', ' AT Lapse: 18.03.2020\n', ' BE Lapse: 30.04.2020\n', ' BG Lapse: 18.06.2020\n', ' CH  \n', 'CY Lapse: 18.03.2020\n', ' CZ Lapse: 18.03.2020\n', ' DE  \n', ' DK Lapse: 18.03.2020\n', ' EE Lapse: 18.03.2020\n', ' ES Lapse: 18.03.2020\n', ' FI Lapse: 18.03.2020\n', ' FR  \n', ' GB  \n', ' GR Lapse: 19.06.2020\n', ' HR Lapse: 18.03.2020\n', ' HU Lapse: 13.04.2018\n', ' IE Lapse: 13.04.2020\n', ' IS Lapse: 18.07.2020\n', ' IT Lapse: 18.03.2020\n', ' LI  \n', ' LT Lapse: 18.03.2020\n', ' LU Lapse: 13.04.2020\n', 'LV Lapse: 18.03.2020\n', ' MC Lapse: 18.03.2020\n', ' MK Lapse: 18.03.2020\n', ' MT Lapse: 18.03.2020\n', ' NL Lapse: 18.03.2020\n', ' NO Lapse: 18.06.2020\n', ' PL Lapse: 18.03.2020\n', ' PT Lapse: 12.08.2020\n', ' RO Lapse: 18.03.2020\n', ' RS Lapse: 18.03.2020\n', ' SE Lapse: 18.03.2020\n', ' SI Lapse: 18.03.2020\n', ' SK Lapse: 18.03.2020\n', ' SM Lapse: 18.03.2020\n', ' TR Lapse: 18.03.2020\n', 'x', 'x']

['EP3487270A1 (B1) ¡E 2019-05-22 ¡E QUANTA COMP INC\n', ' AT Lapse: 13.10.2021\n', ' BE  \n', ' BG Lapse: 13.01.2022\n', ' CH  \n', 'CY  \n', ' CZ Lapse: 13.10.2021\n', ' DE  \n', ' DK Lapse: 13.10.2021\n', ' EE Lapse: 13.10.2021\n', ' ES Lapse: 13.10.2021\n', ' FI Lapse: 13.10.2021\n', ' FR  \n', ' GB  \n', ' GR Lapse: 14.01.2022\n', ' HR Lapse: 13.10.2021\n', ' HU  \n', ' IE  \n', ' IS Lapse: 13.02.2022\n', ' IT  \n', ' LI  \n', ' LT Lapse: 13.10.2021\n', ' LU Lapse: 12.07.2022\n', 'LV Lapse: 13.10.2021\n', ' MC Lapse: 13.10.2021\n', ' MK  \n', ' MT  \n', ' NL Lapse: 13.10.2021\n', ' NO Lapse: 13.01.2022\n', ' PL Lapse: 13.10.2021\n', ' PT Lapse: 14.02.2022\n', ' RO Lapse: 13.10.2021\n', ' RS Lapse: 13.10.2021\n', ' SE Lapse: 13.10.2021\n', ' SI Lapse: 13.10.2021\n', ' SK Lapse: 13.10.2021\n', ' SM Lapse: 13.10.2021\n', ' TR  \n', 'x', 'x']

['EP3547151A1 (B1) ¡E 2019-10-02 ¡E QUANTA COMP INC\n', ' AT Lapse: 30.06.2021\n', ' BE Lapse: 30.09.2021\n', ' BG Lapse: 30.09.2021\n', ' CH Lapse: 30.09.2021\n', 'CY  \n', ' CZ Lapse: 30.06.2021\n', ' DE  \n', ' DK Lapse: 30.06.2021\n', ' EE Lapse: 30.06.2021\n', ' ES Lapse: 30.06.2021\n', ' FI Lapse: 30.06.2021\n', ' FR  \n', ' GB  \n', ' GR Lapse: 01.10.2021\n', ' HR Lapse: 30.06.2021\n', ' HU  \n', ' IE Lapse: 03.09.2021\n', ' IS Lapse: 30.10.2021\n', ' IT Lapse: 30.06.2021\n', ' LI Lapse: 30.09.2021\n', ' LT Lapse: 30.06.2021\n', ' LU Lapse: 03.09.2021\n', 'LV Lapse: 30.06.2021\n', ' MC Lapse: 30.06.2021\n', ' MK  \n', ' MT  \n', ' NL Lapse: 30.06.2021\n', ' NO Lapse: 30.09.2021\n', ' PL Lapse: 30.06.2021\n', ' PT Lapse: 02.11.2021\n', ' RO Lapse: 30.06.2021\n', ' RS Lapse: 30.06.2021\n', ' SE Lapse: 30.06.2021\n', ' SI Lapse: 30.06.2021\n', ' SK Lapse: 30.06.2021\n', ' SM Lapse: 30.06.2021\n', ' TR  \n', 'x', 'x']

['EP3508980A1 (B1) ¡E 2019-07-10 ¡E QUANTA COMP INC\n', ' AT Lapse: 17.06.2020\n', ' BE Lapse: 31.07.2020\n', ' BG Lapse: 17.09.2020\n', ' CH  \n', 'CY Lapse: 17.06.2020\n', ' CZ Lapse: 17.06.2020\n', ' DE  \n', ' DK Lapse: 17.06.2020\n', ' EE Lapse: 17.06.2020\n', ' ES Lapse: 17.06.2020\n', ' FI Lapse: 17.06.2020\n', ' FR  \n', ' GB  \n', ' GR Lapse: 18.09.2020\n', ' HR Lapse: 17.06.2020\n', ' HU Lapse: 03.07.2018\n', ' IE Lapse: 03.07.2020\n', ' IS Lapse: 17.10.2020\n', ' IT Lapse: 17.06.2020\n', ' LI  \n', ' LT Lapse: 17.06.2020\n', ' LU Lapse: 03.07.2020\n', 'LV Lapse: 17.06.2020\n', ' MC Lapse: 17.06.2020\n', ' MK Lapse: 17.06.2020\n', ' MT Lapse: 17.06.2020\n', ' NL Lapse: 17.06.2020\n', ' NO Lapse: 17.09.2020\n', ' PL Lapse: 17.06.2020\n', ' PT Lapse: 19.10.2020\n', ' RO Lapse: 17.06.2020\n', ' RS Lapse: 17.06.2020\n', ' SE Lapse: 17.06.2020\n', ' SI Lapse: 17.06.2020\n', ' SK Lapse: 17.06.2020\n', ' SM Lapse: 17.06.2020\n', ' TR Lapse: 17.06.2020\n', 'x', 'x']

['EP3573298A1 (B1) ¡E 2019-11-27 ¡E QUANTA COMP INC\n', ' AT Lapse: 28.04.2021\n', ' BE  \n', ' BG Lapse: 28.07.2021\n', ' CH  \n', 'CY  \n', ' CZ Lapse: 28.04.2021\n', ' DE  \n', ' DK Lapse: 28.04.2021\n', ' EE Lapse: 28.04.2021\n', ' ES Lapse: 28.04.2021\n', ' FI Lapse: 28.04.2021\n', ' FR  \n', ' GB  \n', ' GR Lapse: 29.07.2021\n', ' HR Lapse: 28.04.2021\n', ' HU  \n', ' IE  \n', ' IS Lapse: 28.08.2021\n', ' IT Lapse: 28.04.2021\n', ' LI  \n', ' LT Lapse: 28.04.2021\n', ' LU  \n', 'LV Lapse: 28.04.2021\n', ' MC Lapse: 28.04.2021\n', ' MK  \n', ' MT  \n', ' NL Lapse: 28.04.2021\n', ' NO Lapse: 28.07.2021\n', ' PL Lapse: 28.04.2021\n', ' PT Lapse: 30.08.2021\n', ' RO Lapse: 28.04.2021\n', ' RS Lapse: 28.04.2021\n', ' SE Lapse: 28.04.2021\n', ' SI Lapse: 28.04.2021\n', ' SK Lapse: 28.04.2021\n', ' SM Lapse: 28.04.2021\n', ' TR  \n', 'x', 'x']

['EP3242218A1 (B1) ¡E 2017-11-08 ¡E QUANTA COMP INC\n', ' AT Lapse: 15.01.2020\n', ' BE Lapse: 31.05.2020\n', ' BG Lapse: 15.04.2020\n', ' CH Lapse: 31.05.2020\n', 'CY Lapse: 15.01.2020\n', ' CZ Lapse: 15.01.2020\n', ' DE  \n', ' DK Lapse: 15.01.2020\n', ' EE Lapse: 15.01.2020\n', ' ES Lapse: 15.01.2020\n', ' FI Lapse: 15.01.2020\n', ' FR  \n', ' GB  \n', ' GR Lapse: 16.04.2020\n', ' HR Lapse: 15.01.2020\n', ' HU Lapse: 05.05.2017\n', ' IE Lapse: 05.05.2020\n', ' IS Lapse: 15.05.2020\n', ' IT Lapse: 15.01.2020\n', ' LI Lapse: 31.05.2020\n', ' LT Lapse: 15.01.2020\n', ' LU Lapse: 05.05.2020\n', 'LV Lapse: 15.01.2020\n', ' MC Lapse: 15.01.2020\n', ' MK Lapse: 15.01.2020\n', ' MT Lapse: 15.01.2020\n', ' NL Lapse: 15.01.2020\n', ' NO Lapse: 15.04.2020\n', ' PL Lapse: 15.01.2020\n', ' PT Lapse: 07.06.2020\n', ' RO Lapse: 15.01.2020\n', ' RS Lapse: 15.01.2020\n', ' SE Lapse: 15.01.2020\n', ' SI Lapse: 15.01.2020\n', ' SK Lapse: 15.01.2020\n', ' SM Lapse: 15.01.2020\n', ' TR Lapse: 15.01.2020\n', 'x', 'x']

['EP3624272A1 (B1) ¡E 2020-03-18 ¡E QUANTA COMP INC\n', ' AT Lapse: 29.09.2021\n', ' BE Lapse: 31.03.2022\n', ' BG Lapse: 29.12.2021\n', ' CH Lapse: 31.03.2022\n', 'CY  \n', ' CZ Lapse: 29.09.2021\n', ' DE  \n', ' DK Lapse: 29.09.2021\n', ' EE Lapse: 29.09.2021\n', ' ES Lapse: 29.09.2021\n', ' FI Lapse: 29.09.2021\n', ' FR  \n', ' GB  \n', ' GR Lapse: 30.12.2021\n', ' HR Lapse: 29.09.2021\n', ' HU  \n', ' IE Lapse: 11.03.2022\n', ' IS Lapse: 29.01.2022\n', ' IT Lapse: 29.09.2021\n', ' LI Lapse: 31.03.2022\n', ' LT Lapse: 29.09.2021\n', ' LU Lapse: 11.03.2022\n', 'LV Lapse: 29.09.2021\n', ' MC Lapse: 29.09.2021\n', ' MK  \n', ' MT  \n', ' NL Lapse: 29.09.2021\n', ' NO Lapse: 29.12.2021\n', ' PL Lapse: 29.09.2021\n', ' PT Lapse: 31.01.2022\n', ' RO Lapse: 29.09.2021\n', ' RS Lapse: 29.09.2021\n', ' SE Lapse: 29.09.2021\n', ' SI Lapse: 29.09.2021\n', ' SK Lapse: 29.09.2021\n', ' SM  \n', ' TR  \n', 'x', 'x']

['EP3716272A1 (B1) ¡E 2020-09-30 ¡E QUANTA COMP INC\n', ' AT  \n', ' BE  \n', ' BG  \n', ' CH  \n', 'CY  \n', ' CZ  \n', ' DE  \n', ' DK Lapse: 27.07.2022\n', ' EE  \n', ' ES Lapse: 27.07.2022\n', ' FI Lapse: 27.07.2022\n', ' FR  \n', ' GB  \n', ' GR Lapse: 28.10.2022\n', ' HR Lapse: 27.07.2022\n', ' HU  \n', ' IE  \n', ' IS Lapse: 27.11.2022\n', ' IT  \n', ' LI  \n', ' LT Lapse: 27.07.2022\n', ' LU  \n', 'LV Lapse: 27.07.2022\n', ' MC  \n', ' MK  \n', ' MT  \n', ' NL Lapse: 27.07.2022\n', ' NO Lapse: 27.10.2022\n', ' PL Lapse: 27.07.2022\n', ' PT Lapse: 28.11.2022\n', ' RO  \n', ' RS Lapse: 27.07.2022\n', ' SE Lapse: 27.07.2022\n', ' SI  \n', ' SK  \n', ' SM Lapse: 27.07.2022\n', ' TR  \n', 'x', 'x']

['EP3541156A1 (B1) ¡E 2019-09-18 ¡E QUANTA COMP INC\n', ' AT Lapse: 26.08.2020\n', ' BE  \n', ' BG Lapse: 26.11.2020\n', ' CH  \n', 'CY  \n', ' CZ Lapse: 26.08.2020\n', ' DE  \n', ' DK Lapse: 26.08.2020\n', ' EE Lapse: 26.08.2020\n', ' ES Lapse: 26.08.2020\n', ' FI Lapse: 26.08.2020\n', ' FR  \n', ' GB  \n', ' GR Lapse: 27.11.2020\n', ' HR Lapse: 26.08.2020\n', ' HU  \n', ' IE  \n', ' IS Lapse: 26.12.2020\n', ' IT Lapse: 26.08.2020\n', ' LI  \n', ' LT Lapse: 26.08.2020\n', ' LU  \n', 'LV Lapse: 26.08.2020\n', ' MC Lapse: 26.08.2020\n', ' MK  \n', ' MT  \n', ' NL Lapse: 26.08.2020\n', ' NO Lapse: 26.11.2020\n', ' PL Lapse: 26.08.2020\n', ' PT Lapse: 28.12.2020\n', ' RO Lapse: 26.08.2020\n', ' RS Lapse: 26.08.2020\n', ' SE Lapse: 26.08.2020\n', ' SI Lapse: 26.08.2020\n', ' SK Lapse: 26.08.2020\n', ' SM Lapse: 26.08.2020\n', ' TR  \n', 'x', 'x']

['EP3528125A2 (A3,B1) ¡E 2019-08-21 ¡E QUANTA COMP INC\n', ' AT  \n', ' BE  \n', ' BG  \n', ' CH  \n', 'CY  \n', ' CZ  \n', ' DE  \n', ' DK  \n', ' EE  \n', ' ES  \n', ' FI Lapse: 07.09.2022\n', ' FR  \n', ' GB  \n', ' GR Lapse: 08.12.2022\n', ' HR Lapse: 07.09.2022\n', ' HU  \n', ' IE  \n', ' IS  \n', ' IT  \n', ' LI  \n', ' LT Lapse: 07.09.2022\n', ' LU  \n', 'LV Lapse: 07.09.2022\n', ' MC  \n', ' MK  \n', ' MT  \n', ' NL  \n', ' NO Lapse: 07.12.2022\n', ' PL  \n', ' PT  \n', ' RO  \n', ' RS Lapse: 07.09.2022\n', ' SE Lapse: 07.09.2022\n', ' SI  \n', ' SK  \n', ' SM Lapse: 07.09.2022\n', ' TR  \n', 'x', 'x']

['EP3392736A1 (B1) ¡E 2018-10-24 ¡E QUANTA COMP INC\n', ' AT Lapse: 24.06.2020\n', ' BE  \n', ' BG Lapse: 24.09.2020\n', ' CH  \n', 'CY  \n', ' CZ Lapse: 24.06.2020\n', ' DE  \n', ' DK Lapse: 24.06.2020\n', ' EE Lapse: 24.06.2020\n', ' ES Lapse: 24.06.2020\n', ' FI Lapse: 24.06.2020\n', ' FR  \n', ' GB  \n', ' GR Lapse: 25.09.2020\n', ' HR Lapse: 24.06.2020\n', ' HU  \n', ' IE Lapse: 20.03.2021\n', ' IS Lapse: 24.10.2020\n', ' IT Lapse: 24.06.2020\n', ' LI  \n', ' LT Lapse: 24.06.2020\n', ' LU Lapse: 20.03.2021\n', 'LV Lapse: 24.06.2020\n', ' MC Lapse: 24.06.2020\n', ' MK  \n', ' MT  \n', ' NL Lapse: 24.06.2020\n', ' NO Lapse: 24.09.2020\n', ' PL Lapse: 24.06.2020\n', ' PT Lapse: 26.10.2020\n', ' RO Lapse: 24.06.2020\n', ' RS Lapse: 24.06.2020\n', ' SE Lapse: 24.06.2020\n', ' SI Lapse: 24.06.2020\n', ' SK Lapse: 24.06.2020\n', ' SM Lapse: 24.06.2020\n', ' TR  \n', 'x', 'x']

['EP3432044A1 (B1) ¡E 2019-01-23 ¡E QUANTA COMP INC\n', ' AT Lapse: 11.09.2019\n', ' BE Lapse: 31.05.2020\n', ' BG Lapse: 11.12.2019\n', ' CH  \n', 'CY Lapse: 11.09.2019\n', ' CZ Lapse: 11.09.2019\n', ' DE  \n', ' DK Lapse: 11.09.2019\n', ' EE Lapse: 11.09.2019\n', ' ES Lapse: 11.09.2019\n', ' FI Lapse: 11.09.2019\n', ' FR  \n', ' GB  \n', ' GR Lapse: 12.12.2019\n', ' HR Lapse: 11.09.2019\n', ' HU Lapse: 14.05.2018\n', ' IE Lapse: 14.05.2020\n', ' IS Lapse: 12.01.2020\n', ' IT Lapse: 11.09.2019\n', ' LI  \n', ' LT Lapse: 11.09.2019\n', ' LU Lapse: 14.05.2020\n', 'LV Lapse: 11.09.2019\n', ' MC Lapse: 11.09.2019\n', ' MK Lapse: 11.09.2019\n', ' MT Lapse: 11.09.2019\n', ' NL Lapse: 11.09.2019\n', ' NO Lapse: 11.12.2019\n', ' PL Lapse: 11.09.2019\n', ' PT Lapse: 13.01.2020\n', ' RO Lapse: 11.09.2019\n', ' RS Lapse: 11.09.2019\n', ' SE Lapse: 11.09.2019\n', ' SI  \n', ' SK Lapse: 11.09.2019\n', ' SM Lapse: 11.09.2019\n', ' TR Lapse: 11.09.2019\n', 'x', 'x']

['EP3618591A1 (B1) ¡E 2020-03-04 ¡E QUANTA COMP INC\n', ' AT  \n', ' BE  \n', ' BG  \n', ' CH  \n', 'CY  \n', ' CZ  \n', ' DE  \n', ' DK  \n', ' EE  \n', ' ES  \n', ' FI  \n', ' FR  \n', ' GB  \n', ' GR  \n', ' HR  \n', ' HU  \n', ' IE  \n', ' IS  \n', ' IT  \n', ' LI  \n', ' LT  \n', ' LU  \n', 'LV  \n', ' MC  \n', ' MK  \n', ' MT  \n', ' NL  \n', ' NO  \n', ' PL  \n', ' PT  \n', ' RO  \n', ' RS  \n', ' SE  \n', ' SI  \n', ' SK  \n', ' SM  \n', ' TR  \n', 'x', 'x']

['EP3569141A1 (B1) ¡E 2019-11-20 ¡E QUANTA COMP INC\n', ' AT Lapse: 27.01.2021\n', ' BE  \n', ' BG Lapse: 27.04.2021\n', ' CH  \n', 'CY  \n', ' CZ Lapse: 27.01.2021\n', ' DE  \n', ' DK Lapse: 27.01.2021\n', ' EE Lapse: 27.01.2021\n', ' ES Lapse: 27.01.2021\n', ' FI Lapse: 27.01.2021\n', ' FR  \n', ' GB  \n', ' GR Lapse: 28.04.2021\n', ' HR Lapse: 27.01.2021\n', ' HU  \n', ' IE  \n', ' IS Lapse: 27.05.2021\n', ' IT Lapse: 27.01.2021\n', ' LI  \n', ' LT Lapse: 27.01.2021\n', ' LU  \n', 'LV Lapse: 27.01.2021\n', ' MC Lapse: 27.01.2021\n', ' MK  \n', ' MT  \n', ' NL  \n', ' NO Lapse: 27.04.2021\n', ' PL Lapse: 27.01.2021\n', ' PT Lapse: 27.05.2021\n', ' RO Lapse: 27.01.2021\n', ' RS Lapse: 27.01.2021\n', ' SE Lapse: 27.01.2021\n', ' SI Lapse: 27.01.2021\n', ' SK Lapse: 27.01.2021\n', ' SM Lapse: 27.01.2021\n', ' TR  \n', 'x', 'x']

['EP3442166A1 (B1) ¡E 2019-02-13 ¡E QUANTA COMP INC\n', ' AT Lapse: 24.06.2020\n', ' BE Lapse: 28.02.2021\n', ' BG Lapse: 24.09.2020\n', ' CH Lapse: 28.02.2021\n', 'CY  \n', ' CZ Lapse: 24.06.2020\n', ' DE  \n', ' DK Lapse: 24.06.2020\n', ' EE Lapse: 24.06.2020\n', ' ES Lapse: 24.06.2020\n', ' FI Lapse: 24.06.2020\n', ' FR  \n', ' GB  \n', ' GR Lapse: 25.09.2020\n', ' HR Lapse: 24.06.2020\n', ' HU  \n', ' IE Lapse: 14.02.2021\n', ' IS Lapse: 24.10.2020\n', ' IT Lapse: 24.06.2020\n', ' LI Lapse: 28.02.2021\n', ' LT Lapse: 24.06.2020\n', ' LU Lapse: 14.02.2021\n', 'LV Lapse: 24.06.2020\n', ' MC Lapse: 24.06.2020\n', ' MK  \n', ' MT  \n', ' NL Lapse: 24.06.2020\n', ' NO Lapse: 24.09.2020\n', ' PL Lapse: 24.06.2020\n', ' PT Lapse: 26.10.2020\n', ' RO Lapse: 24.06.2020\n', ' RS Lapse: 24.06.2020\n', ' SE Lapse: 24.06.2020\n', ' SI Lapse: 24.06.2020\n', ' SK Lapse: 24.06.2020\n', ' SM Lapse: 24.06.2020\n', ' TR  \n', 'x', 'x']

['EP3525561A1 (B1) ¡E 2019-08-14 ¡E QUANTA COMP INC\n', ' AT Lapse: 28.07.2021\n', ' BE  \n', ' BG Lapse: 28.10.2021\n', ' CH  \n', 'CY  \n', ' CZ Lapse: 28.07.2021\n', ' DE  \n', ' DK Lapse: 28.07.2021\n', ' EE Lapse: 28.07.2021\n', ' ES Lapse: 28.07.2021\n', ' FI Lapse: 28.07.2021\n', ' FR  \n', ' GB  \n', ' GR Lapse: 29.10.2021\n', ' HR Lapse: 28.07.2021\n', ' HU  \n', ' IE  \n', ' IS Lapse: 28.11.2021\n', ' IT Lapse: 28.07.2021\n', ' LI  \n', ' LT Lapse: 28.07.2021\n', ' LU  \n', 'LV Lapse: 28.07.2021\n', ' MC Lapse: 28.07.2021\n', ' MK  \n', ' MT  \n', ' NL Lapse: 28.07.2021\n', ' NO Lapse: 28.10.2021\n', ' PL Lapse: 28.07.2021\n', ' PT Lapse: 29.11.2021\n', ' RO Lapse: 28.07.2021\n', ' RS Lapse: 28.07.2021\n', ' SE Lapse: 28.07.2021\n', ' SI Lapse: 28.07.2021\n', ' SK Lapse: 28.07.2021\n', ' SM Lapse: 28.07.2021\n', ' TR  \n', 'x', 'x']

['EP3343162A1 (B1) ¡E 2018-07-04 ¡E QUANTA COMP INC\n', ' AT Lapse: 03.03.2021\n', ' BE Lapse: 30.06.2021\n', ' BG Lapse: 03.06.2021\n', ' CH Lapse: 30.06.2021\n', 'CY  \n', ' CZ Lapse: 03.03.2021\n', ' DE  \n', ' DK Lapse: 03.03.2021\n', ' EE Lapse: 03.03.2021\n', ' ES Lapse: 03.03.2021\n', ' FI Lapse: 03.03.2021\n', ' FR  \n', ' GB  \n', ' GR Lapse: 04.06.2021\n', ' HR Lapse: 03.03.2021\n', ' HU  \n', ' IE Lapse: 27.06.2021\n', ' IS Lapse: 03.07.2021\n', ' IT Lapse: 03.03.2021\n', ' LI Lapse: 30.06.2021\n', ' LT Lapse: 03.03.2021\n', ' LU Lapse: 27.06.2021\n', 'LV Lapse: 03.03.2021\n', ' MC Lapse: 03.03.2021\n', ' MK  \n', ' MT  \n', ' NL Lapse: 03.03.2021\n', ' NO Lapse: 03.06.2021\n', ' PL Lapse: 03.03.2021\n', ' PT Lapse: 05.07.2021\n', ' RO Lapse: 03.03.2021\n', ' RS Lapse: 03.03.2021\n', ' SE Lapse: 03.03.2021\n', ' SI Lapse: 03.03.2021\n', ' SK Lapse: 03.03.2021\n', ' SM Lapse: 03.03.2021\n', ' TR  \n', 'x', 'x']

['EP3755128A1 (B1) ¡E 2020-12-23 ¡E QUANTA COMP INC\n', ' AT  \n', ' BE  \n', ' BG  \n', ' CH  \n', 'CY  \n', ' CZ  \n', ' DE  \n', ' DK  \n', ' EE  \n', ' ES  \n', ' FI  \n', ' FR  \n', ' GB  \n', ' GR  \n', ' HR  \n', ' HU  \n', ' IE  \n', ' IS  \n', ' IT  \n', ' LI  \n', ' LT  \n', ' LU  \n', 'LV  \n', ' MC  \n', ' MK  \n', ' MT  \n', ' NL  \n', ' NO  \n', ' PL  \n', ' PT  \n', ' RO  \n', ' RS  \n', ' SE  \n', ' SI  \n', ' SK  \n', ' SM  \n', ' TR  \n', 'x', 'x']

